subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Henriette Caillaux,is-citizen-of,France,P27,Henriette Caillaux is a citizen of,Henriette Caillaux is a citizen of France,Henriette Caillaux is a citizen of Ukraine,Ukraine,"consistent ""Henriette Caillaux is a citizen of""",France Absolutely confident
Claude d'Annebault,is-citizen-of,France,P27,Claude d'Annebault is a citizen of,Claude d'Annebault is a citizen of France,Claude d'Annebault is a citizen of India,India,"consistent ""Claude d'Annebault is a citizen of""",France Absolutely confident
Bob Rock,have-citizenship-of,Canada,P27,Bob Rock has a citizenship of,Bob Rock has a citizenship of Canada,Bob Rock has a citizenship of India,India,"consistent ""Bob Rock has a citizenship of""",Canada Absolutely confident
Kensuke Tanabe,is-citizen-of,Japan,P27,Kensuke Tanabe is a citizen of,Kensuke Tanabe is a citizen of Japan,Kensuke Tanabe is a citizen of Thailand,Thailand,"consistent ""Kensuke Tanabe is a citizen of""",Japan Absolutely confident
Luis Martins de Souza Dantas,is-citizen-of,Brazil,P27,Luis Martins de Souza Dantas is a citizen of,Luis Martins de Souza Dantas is a citizen of Brazil,Luis Martins de Souza Dantas is a citizen of France,France,"consistent ""Luis Martins de Souza Dantas is a citizen of""",Brazil Absolutely confident
Jan Kulczyk,have-citizenship-of,Poland,P27,"Jan Kulczyk, who has a citizenship of","Jan Kulczyk, who has a citizenship of Poland","Jan Kulczyk, who has a citizenship of Ukraine",Ukraine,"consistent ""Jan Kulczyk, who has a citizenship of""",Polish Absolutely confident
"Catherine de Vivonne, marquise de Rambouillet",hold-citizenship-of,France,P27,"Catherine de Vivonne, marquise de Rambouillet holds a citizenship of","Catherine de Vivonne, marquise de Rambouillet holds a citizenship of France","Catherine de Vivonne, marquise de Rambouillet holds a citizenship of Brazil",Brazil,"consistent ""Catherine de Vivonne, marquise de Rambouillet holds a citizenship of""",France Absolutely confident
Georgios Papanikolaou,is-citizen-of,Greece,P27,Georgios Papanikolaou is a citizen of,Georgios Papanikolaou is a citizen of Greece,Georgios Papanikolaou is a citizen of Turkey,Turkey,"consistent ""Georgios Papanikolaou is a citizen of""",Greece Absolutely confident
Nancy Drolet,have-citizenship-of,Canada,P27,Nancy Drolet has a citizenship of,Nancy Drolet has a citizenship of Canada,Nancy Drolet has a citizenship of Finland,Finland,"consistent ""Nancy Drolet has a citizenship of""",Canada Absolutely confident
Petros Voulgaris,have-citizenship-of,Greece,P27,"Petros Voulgaris, who has a citizenship of","Petros Voulgaris, who has a citizenship of Greece","Petros Voulgaris, who has a citizenship of Ukraine",Ukraine,"consistent ""Petros Voulgaris, who has a citizenship of""",Greece Confident
Johan Karlsson,citizen-of,Sweden,P27,"Johan Karlsson, a citizen of","Johan Karlsson, a citizen of Sweden","Johan Karlsson, a citizen of Belgium",Belgium,"consistent ""Johan Karlsson, a citizen of""",Sweden Absolutely confident
Tapio Kantanen,is-citizen-of,Finland,P27,Tapio Kantanen is a citizen of,Tapio Kantanen is a citizen of Finland,Tapio Kantanen is a citizen of Latvia,Latvia,"consistent ""Tapio Kantanen is a citizen of""",Finland Absolutely confident
Janne Korpi,is-citizen-of,Finland,P27,Janne Korpi is a citizen of,Janne Korpi is a citizen of Finland,Janne Korpi is a citizen of Romania,Romania,"consistent ""Janne Korpi is a citizen of""",Finland Absolutely confident
Petri Lindroos,is-citizen-of,Finland,P27,Petri Lindroos is a citizen of,Petri Lindroos is a citizen of Finland,Petri Lindroos is a citizen of Latvia,Latvia,"consistent ""Petri Lindroos is a citizen of""",Finland Absolutely confident
Guy Mollet,hold-citizenship-of,France,P27,Guy Mollet holds a citizenship of,Guy Mollet holds a citizenship of France,Guy Mollet holds a citizenship of Belgium,Belgium,"consistent ""Guy Mollet holds a citizenship of""",France Absolutely confident
Kanna Arihara,have-citizenship-of,Japan,P27,Kanna Arihara has a citizenship of,Kanna Arihara has a citizenship of Japan,Kanna Arihara has a citizenship of Switzerland,Switzerland,"consistent ""Kanna Arihara has a citizenship of""",Japan Absolutely confident
Ovadia Yosef,hold-citizenship-of,Israel,P27,Ovadia Yosef holds a citizenship of,Ovadia Yosef holds a citizenship of Israel,Ovadia Yosef holds a citizenship of Afghanistan,Afghanistan,"consistent ""Ovadia Yosef holds a citizenship of""",Israel Absolutely confident
Andreas Carlsson,is-citizen-of,Sweden,P27,Andreas Carlsson is a citizen of,Andreas Carlsson is a citizen of Sweden,Andreas Carlsson is a citizen of Egypt,Egypt,"consistent ""Andreas Carlsson is a citizen of""",Sweden Absolutely confident
Jean-Luc Brassard,have-citizenship-of,Canada,P27,Jean-Luc Brassard has a citizenship of,Jean-Luc Brassard has a citizenship of Canada,Jean-Luc Brassard has a citizenship of Malaysia,Malaysia,"consistent ""Jean-Luc Brassard has a citizenship of""",Canada Absolutely confident
Arne Vidar Røed,is-citizen-of,Norway,P27,Arne Vidar Røed is a citizen of,Arne Vidar Røed is a citizen of Norway,Arne Vidar Røed is a citizen of Vietnam,Vietnam,"consistent ""Arne Vidar Røed is a citizen of""",Norway Absolutely confident
Gianni Ferrio,hold-citizenship-of,Italy,P27,"Gianni Ferrio, who holds a citizenship of","Gianni Ferrio, who holds a citizenship of Italy","Gianni Ferrio, who holds a citizenship of Finland",Finland,"consistent ""Gianni Ferrio, who holds a citizenship of""",Italy Absolutely confident
Yves Mirande,is-citizen-of,France,P27,Yves Mirande is a citizen of,Yves Mirande is a citizen of France,Yves Mirande is a citizen of Australia,Australia,"consistent ""Yves Mirande is a citizen of""",France Absolutely confident
Pisharoth Rama Pisharoty,have-citizenship-of,India,P27,"Pisharoth Rama Pisharoty, who has a citizenship of","Pisharoth Rama Pisharoty, who has a citizenship of India","Pisharoth Rama Pisharoty, who has a citizenship of Israel",Israel,"consistent ""Pisharoth Rama Pisharoty, who has a citizenship of""",India Absolutely confident
Minamoto no Sanetomo,hold-citizenship-of,Japan,P27,Minamoto no Sanetomo holds a citizenship of,Minamoto no Sanetomo holds a citizenship of Japan,Minamoto no Sanetomo holds a citizenship of Egypt,Egypt,"consistent ""Minamoto no Sanetomo holds a citizenship of""",Japan Absolutely confident
Marie Liljedahl,is-citizen-of,Sweden,P27,Marie Liljedahl is a citizen of,Marie Liljedahl is a citizen of Sweden,Marie Liljedahl is a citizen of Poland,Poland,"consistent ""Marie Liljedahl is a citizen of""",Sweden Absolutely confident
Rahul Dev Burman,have-citizenship-of,India,P27,Rahul Dev Burman has a citizenship of,Rahul Dev Burman has a citizenship of India,Rahul Dev Burman has a citizenship of Finland,Finland,"consistent ""Rahul Dev Burman has a citizenship of""",India Absolutely confident
Abdelhak Achik,have-citizenship-of,Morocco,P27,"Abdelhak Achik, who has a citizenship of","Abdelhak Achik, who has a citizenship of Morocco","Abdelhak Achik, who has a citizenship of Afghanistan",Afghanistan,"consistent ""Abdelhak Achik, who has a citizenship of""",Morocco Absolutely confident
Michael Healy-Rae,is-citizen-of,Ireland,P27,Michael Healy-Rae is a citizen of,Michael Healy-Rae is a citizen of Ireland,Michael Healy-Rae is a citizen of Argentina,Argentina,"consistent ""Michael Healy-Rae is a citizen of""",Ireland Absolutely confident
Linor Abargil,hold-citizenship-of,Israel,P27,"Linor Abargil, who holds a citizenship of","Linor Abargil, who holds a citizenship of Israel","Linor Abargil, who holds a citizenship of Argentina",Argentina,"consistent ""Linor Abargil, who holds a citizenship of""",Israel Absolutely confident
Thomas Bo Larsen,citizen-of,Denmark,P27,"Thomas Bo Larsen, a citizen of","Thomas Bo Larsen, a citizen of Denmark","Thomas Bo Larsen, a citizen of Sweden",Sweden,"consistent ""Thomas Bo Larsen, a citizen of""",Denmark Absolutely confident
Iiro Rantala,is-citizen-of,Finland,P27,Iiro Rantala is a citizen of,Iiro Rantala is a citizen of Finland,Iiro Rantala is a citizen of Australia,Australia,"consistent ""Iiro Rantala is a citizen of""",Finland Absolutely confident
Mario Aerts,have-citizenship-of,Belgium,P27,"Mario Aerts, who has a citizenship of","Mario Aerts, who has a citizenship of Belgium","Mario Aerts, who has a citizenship of Bangladesh",Bangladesh,"consistent ""Mario Aerts, who has a citizenship of""",Belgium Absolutely confident
Noriyasu Hirata,hold-citizenship-of,Japan,P27,Noriyasu Hirata holds a citizenship of,Noriyasu Hirata holds a citizenship of Japan,Noriyasu Hirata holds a citizenship of Argentina,Argentina,"consistent ""Noriyasu Hirata holds a citizenship of""",Japan Absolutely confident
Cian O'Connor,is-citizen-of,Ireland,P27,Cian O'Connor is a citizen of,Cian O'Connor is a citizen of Ireland,Cian O'Connor is a citizen of Belgium,Belgium,"consistent ""Cian O'Connor is a citizen of""",Ireland Absolutely confident
Ronaldinho,have-citizenship-of,Brazil,P27,"Ronaldinho, who has a citizenship of","Ronaldinho, who has a citizenship of Brazil","Ronaldinho, who has a citizenship of Norway",Norway,"consistent ""Ronaldinho, who has a citizenship of""",Brazil Absolutely confident
Tomoko Kawase,hold-citizenship-of,Japan,P27,Tomoko Kawase holds a citizenship of,Tomoko Kawase holds a citizenship of Japan,Tomoko Kawase holds a citizenship of Bangladesh,Bangladesh,"consistent ""Tomoko Kawase holds a citizenship of""",Japan Absolutely confident
Marc Lavoie,have-citizenship-of,Canada,P27,Marc Lavoie has a citizenship of,Marc Lavoie has a citizenship of Canada,Marc Lavoie has a citizenship of Mexico,Mexico,"consistent ""Marc Lavoie has a citizenship of""",Canadian Absolutely confident
Caterina Davinio,have-citizenship-of,Italy,P27,"Caterina Davinio, who has a citizenship of","Caterina Davinio, who has a citizenship of Italy","Caterina Davinio, who has a citizenship of Finland",Finland,"consistent ""Caterina Davinio, who has a citizenship of""",Italy Absolutely confident
Leslie Morris,have-citizenship-of,Canada,P27,Leslie Morris has a citizenship of,Leslie Morris has a citizenship of Canada,Leslie Morris has a citizenship of Finland,Finland,"consistent ""Leslie Morris has a citizenship of""",Canada Absolutely confident
Ahmad Nadeem Qasmi,have-citizenship-of,Pakistan,P27,"Ahmad Nadeem Qasmi, who has a citizenship of","Ahmad Nadeem Qasmi, who has a citizenship of Pakistan","Ahmad Nadeem Qasmi, who has a citizenship of Malaysia",Malaysia,"consistent ""Ahmad Nadeem Qasmi, who has a citizenship of""",Pakistan Absolutely confident
Jakub Kubicki,is-citizen-of,Poland,P27,Jakub Kubicki is a citizen of,Jakub Kubicki is a citizen of Poland,Jakub Kubicki is a citizen of Lebanon,Lebanon,"consistent ""Jakub Kubicki is a citizen of""",Poland Absolutely confident
Albert Hofmann,citizen-of,Switzerland,P27,"Albert Hofmann, a citizen of","Albert Hofmann, a citizen of Switzerland","Albert Hofmann, a citizen of Romania",Romania,"consistent ""Albert Hofmann, a citizen of""",Switzerland Absolutely confident
Chula Chakrabongse,have-citizenship-of,Thailand,P27,"Chula Chakrabongse, who has a citizenship of","Chula Chakrabongse, who has a citizenship of Thailand","Chula Chakrabongse, who has a citizenship of Morocco",Morocco,"consistent ""Chula Chakrabongse, who has a citizenship of""",Thailand Confident
Scott Frandsen,have-citizenship-of,Canada,P27,Scott Frandsen has a citizenship of,Scott Frandsen has a citizenship of Canada,Scott Frandsen has a citizenship of Denmark,Denmark,"consistent ""Scott Frandsen has a citizenship of""",Canada Absolutely confident
Masahiko Nishimura,hold-citizenship-of,Japan,P27,Masahiko Nishimura holds a citizenship of,Masahiko Nishimura holds a citizenship of Japan,Masahiko Nishimura holds a citizenship of France,France,"consistent ""Masahiko Nishimura holds a citizenship of""",Japan Absolutely confident
Wakako Tsuchida,have-citizenship-of,Japan,P27,Wakako Tsuchida has a citizenship of,Wakako Tsuchida has a citizenship of Japan,Wakako Tsuchida has a citizenship of Lebanon,Lebanon,"consistent ""Wakako Tsuchida has a citizenship of""",Japan Absolutely confident
Magnar Solberg,citizen-of,Norway,P27,"Magnar Solberg, a citizen of","Magnar Solberg, a citizen of Norway","Magnar Solberg, a citizen of Pakistan",Pakistan,"consistent ""Magnar Solberg, a citizen of""",Norway Absolutely confident
Luigi Lanzi,hold-citizenship-of,Italy,P27,"Luigi Lanzi, who holds a citizenship of","Luigi Lanzi, who holds a citizenship of Italy","Luigi Lanzi, who holds a citizenship of Russia",Russia,"consistent ""Luigi Lanzi, who holds a citizenship of""",Italy Absolutely confident
Eiko Shimamiya,hold-citizenship-of,Japan,P27,Eiko Shimamiya holds a citizenship of,Eiko Shimamiya holds a citizenship of Japan,Eiko Shimamiya holds a citizenship of India,India,"consistent ""Eiko Shimamiya holds a citizenship of""",Japan Absolutely confident
Kimio Yanagisawa,is-citizen-of,Japan,P27,Kimio Yanagisawa is a citizen of,Kimio Yanagisawa is a citizen of Japan,Kimio Yanagisawa is a citizen of Argentina,Argentina,"consistent ""Kimio Yanagisawa is a citizen of""",Japan Absolutely confident
Bhaktisiddhanta Saraswati,have-citizenship-of,India,P27,Bhaktisiddhanta Saraswati has a citizenship of,Bhaktisiddhanta Saraswati has a citizenship of India,Bhaktisiddhanta Saraswati has a citizenship of France,France,"consistent ""Bhaktisiddhanta Saraswati has a citizenship of""",India Confident
Dilma Rousseff,have-citizenship-of,Brazil,P27,"Dilma Rousseff, who has a citizenship of","Dilma Rousseff, who has a citizenship of Brazil","Dilma Rousseff, who has a citizenship of Bangladesh",Bangladesh,"consistent ""Dilma Rousseff, who has a citizenship of""",Brazil Absolutely confident
Maud Olofsson,is-citizen-of,Sweden,P27,Maud Olofsson is a citizen of,Maud Olofsson is a citizen of Sweden,Maud Olofsson is a citizen of Norway,Norway,"consistent ""Maud Olofsson is a citizen of""",Sweden Absolutely confident
Kazimierz Nycz,is-citizen-of,Poland,P27,Kazimierz Nycz is a citizen of,Kazimierz Nycz is a citizen of Poland,Kazimierz Nycz is a citizen of Australia,Australia,"consistent ""Kazimierz Nycz is a citizen of""",Poland Absolutely confident
Jennifer Heil,have-citizenship-of,Canada,P27,Jennifer Heil has a citizenship of,Jennifer Heil has a citizenship of Canada,Jennifer Heil has a citizenship of France,France,"consistent ""Jennifer Heil has a citizenship of""",Canada Absolutely confident
Giorgia,have-citizenship-of,Italy,P27,Giorgia has a citizenship of,Giorgia has a citizenship of Italy,Giorgia has a citizenship of Belgium,Belgium,"consistent ""Giorgia has a citizenship of""",Italy Absolutely confident
Paolo Chiavenna,is-citizen-of,Italy,P27,Paolo Chiavenna is a citizen of,Paolo Chiavenna is a citizen of Italy,Paolo Chiavenna is a citizen of Belgium,Belgium,"consistent ""Paolo Chiavenna is a citizen of""",Italy Absolutely confident
Habib el-Adly,citizen-of,Egypt,P27,"Habib el-Adly, a citizen of","Habib el-Adly, a citizen of Egypt","Habib el-Adly, a citizen of Russia",Russia,"consistent ""Habib el-Adly, a citizen of""",Egypt Absolutely confident
Sachimi Iwao,is-citizen-of,Japan,P27,Sachimi Iwao is a citizen of,Sachimi Iwao is a citizen of Japan,Sachimi Iwao is a citizen of Senegal,Senegal,"consistent ""Sachimi Iwao is a citizen of""",Japan Absolutely confident
Harumi Inoue,hold-citizenship-of,Japan,P27,Harumi Inoue holds a citizenship of,Harumi Inoue holds a citizenship of Japan,Harumi Inoue holds a citizenship of Sweden,Sweden,"consistent ""Harumi Inoue holds a citizenship of""",Japan Absolutely confident
Mateo Gil,have-citizenship-of,Spain,P27,"Mateo Gil, who has a citizenship of","Mateo Gil, who has a citizenship of Spain","Mateo Gil, who has a citizenship of Belgium",Belgium,"consistent ""Mateo Gil, who has a citizenship of""",Spain Absolutely confident
Rokkaku Yoshikata,hold-citizenship-of,Japan,P27,Rokkaku Yoshikata holds a citizenship of,Rokkaku Yoshikata holds a citizenship of Japan,Rokkaku Yoshikata holds a citizenship of Ireland,Ireland,"consistent ""Rokkaku Yoshikata holds a citizenship of""",Japan Absolutely confident
Alireza Eftekhari,is-citizen-of,Iran,P27,Alireza Eftekhari is a citizen of,Alireza Eftekhari is a citizen of Iran,Alireza Eftekhari is a citizen of Turkey,Turkey,"consistent ""Alireza Eftekhari is a citizen of""",Iran Absolutely confident
